Age,Gender,Region,Industry,Work_Arrangement,Hours_Per_Week,Burnout_Level,Work_Life_Balance_Score,Social_Isolation_Score,Avg_Salary,Physical_Health_Count,Mental_Health_Score
48,Male,Oceania,Manufacturing,Onsite,46,2,2,2,90000.0,1,0
63,Female,South America,Healthcare,Hybrid,56,1,2,3,110000.0,1,2
55,Female,Africa,Professional Services,Hybrid,50,2,4,1,70000.0,2,2
59,Male,Africa,Professional Services,Hybrid,64,2,4,1,90000.0,3,6
33,Male,North America,Manufacturing,Onsite,53,1,2,2,90000.0,3,5
23,Female,South America,Professional Services,Onsite,61,1,3,1,110000.0,2,5
54,Female,North America,Professional Services,Onsite,59,3,5,3,50000.0,0,0
56,Male,South America,Marketing,Onsite,50,1,4,1,90000.0,1,6
32,Female,South America,Technology,Hybrid,35,3,2,2,70000.0,3,3
60,Male,Europe,Technology,Hybrid,36,2,3,2,90000.0,1,2
25,Male,North America,Professional Services,Onsite,62,2,3,2,90000.0,2,5
29,Male,South America,Professional Services,Onsite,40,2,3,2,110000.0,0,2
23,Male,North America,Technology,Hybrid,46,2,5,2,70000.0,3,0
47,Male,Africa,Professional Services,Onsite,36,3,2,1,70000.0,3,4
45,Female,Asia,Finance,Onsite,57,2,2,1,90000.0,3,0
43,Male,Oceania,Manufacturing,Hybrid,62,1,2,3,120000.0,2,1
46,Male,Africa,Customer Service,Onsite,36,3,1,2,70000.0,2,3
50,Male,Asia,Professional Services,Remote,55,1,1,3,90000.0,2,6
48,Female,North America,Professional Services,Remote,55,3,5,3,70000.0,3,0
45,Female,North America,Professional Services,Onsite,43,2,4,3,70000.0,2,0
57,Female,North America,Education,Hybrid,44,1,3,3,90000.0,3,3
48,Female,Asia,Retail,Onsite,65,1,3,3,70000.0,0,4
34,Male,South America,Education,Hybrid,38,3,1,4,50000.0,1,4
28,Female,South America,Marketing,Onsite,63,1,3,2,110000.0,1,2
24,Male,Asia,Retail,Hybrid,60,3,2,1,90000.0,2,0
63,Male,Oceania,Education,Remote,40,2,3,4,70000.0,1,6
25,Male,Asia,Manufacturing,Onsite,43,2,4,2,90000.0,3,6
61,Male,Europe,Professional Services,Hybrid,65,1,4,3,90000.0,2,0
43,Male,Asia,Retail,Onsite,38,2,2,1,90000.0,1,4
30,Male,Oceania,Professional Services,Hybrid,41,1,4,3,90000.0,1,4
26,Female,Europe,Marketing,Hybrid,58,1,4,3,110000.0,1,3
27,Male,North America,Healthcare,Hybrid,56,3,1,4,90000.0,1,5
60,Female,Asia,Manufacturing,Onsite,37,3,5,2,70000.0,1,0
34,Female,Africa,Professional Services,Onsite,48,2,3,1,70000.0,4,4
33,Male,Europe,Finance,Hybrid,56,2,3,3,110000.0,3,0
56,Female,Africa,Technology,Onsite,54,1,3,3,120000.0,1,5
36,Male,Europe,Healthcare,Onsite,38,3,2,2,50000.0,2,1
29,Female,Oceania,Healthcare,Remote,40,2,1,2,90000.0,3,0
57,Female,Asia,Finance,Onsite,58,2,4,3,90000.0,2,0
52,Male,Oceania,Technology,Remote,59,2,2,3,110000.0,1,0
47,Female,Europe,Marketing,Onsite,47,1,2,2,50000.0,1,2
24,Male,North America,Manufacturing,Onsite,47,2,4,2,110000.0,2,0
35,Male,Europe,Manufacturing,Hybrid,50,1,3,3,110000.0,1,1
31,Male,North America,Finance,Onsite,63,2,1,3,90000.0,2,5
46,Male,Asia,Professional Services,Onsite,53,2,5,4,90000.0,2,0
51,Male,North America,Professional Services,Hybrid,45,3,4,4,90000.0,3,3
44,Male,Africa,Professional Services,Hybrid,47,2,3,3,90000.0,2,4
49,Male,Africa,Finance,Onsite,51,2,1,1,50000.0,1,0
27,Female,Oceania,Professional Services,Hybrid,46,2,3,3,70000.0,2,0
25,Female,North America,Professional Services,Hybrid,43,2,4,2,90000.0,2,2
38,Female,South America,Marketing,Onsite,57,3,2,2,70000.0,0,0
54,Female,Asia,Professional Services,Onsite,50,1,2,2,70000.0,1,3
62,Female,South America,Marketing,Onsite,37,3,2,3,90000.0,2,2
57,Male,North America,Finance,Onsite,52,1,3,3,70000.0,0,0
43,Male,Europe,Technology,Remote,45,3,4,4,120000.0,2,0
65,Male,South America,Technology,Hybrid,61,2,3,3,50000.0,2,0
53,Male,Oceania,Technology,Hybrid,53,3,3,4,90000.0,1,3
46,Male,Africa,Manufacturing,Remote,50,2,3,5,90000.0,2,0
43,Female,Oceania,Professional Services,Onsite,56,3,3,4,120000.0,1,5
31,Male,Oceania,Technology,Remote,47,3,3,4,90000.0,3,0
58,Male,Europe,Manufacturing,Hybrid,62,2,4,3,50000.0,1,6
54,Male,Asia,Retail,Onsite,50,1,5,2,90000.0,2,0
54,Male,Oceania,Professional Services,Hybrid,58,2,2,4,70000.0,0,6
31,Male,Asia,Manufacturing,Remote,37,2,2,4,50000.0,1,4
25,Female,Asia,Manufacturing,Onsite,49,3,4,5,90000.0,2,2
31,Male,North America,Marketing,Remote,57,3,2,4,90000.0,2,6
57,Female,Africa,Technology,Hybrid,61,2,3,1,110000.0,1,3
31,Female,Europe,Technology,Hybrid,39,2,3,4,110000.0,3,0
35,Female,Europe,Technology,Hybrid,35,2,1,3,50000.0,3,4
63,Male,Asia,Finance,Remote,36,2,1,5,90000.0,2,0
60,Male,Oceania,Professional Services,Remote,47,2,1,4,50000.0,4,5
58,Female,Africa,Education,Hybrid,56,3,3,2,120000.0,2,2
58,Female,South America,Professional Services,Remote,45,3,4,5,50000.0,1,3
59,Male,Europe,Professional Services,Onsite,55,3,1,1,90000.0,3,2
50,Female,Africa,Customer Service,Onsite,44,2,3,2,90000.0,2,0
25,Male,North America,Healthcare,Onsite,51,3,3,2,70000.0,1,2
62,Female,Europe,Technology,Hybrid,37,3,3,2,70000.0,3,0
63,Male,Asia,Technology,Hybrid,58,2,2,3,90000.0,3,6
60,Female,Oceania,Technology,Onsite,43,2,1,3,110000.0,0,6
50,Female,Africa,Education,Onsite,56,3,3,5,90000.0,1,2
30,Male,Africa,Technology,Remote,46,2,1,4,50000.0,3,1
35,Male,Europe,Manufacturing,Onsite,46,3,3,4,50000.0,1,5
37,Female,Europe,Retail,Onsite,49,3,3,2,90000.0,2,0
61,Male,South America,Finance,Hybrid,55,1,3,4,90000.0,0,4
26,Female,Africa,Professional Services,Hybrid,61,2,1,2,50000.0,3,0
41,Male,Africa,Education,Hybrid,49,2,4,4,70000.0,2,5
47,Male,Oceania,Professional Services,Onsite,50,1,3,2,90000.0,2,1
41,Female,Europe,Professional Services,Onsite,52,2,3,1,70000.0,2,5
64,Male,South America,Technology,Remote,44,2,5,3,50000.0,1,0
44,Female,Africa,Manufacturing,Remote,58,2,2,2,70000.0,4,4
63,Female,Asia,Professional Services,Hybrid,45,2,3,2,90000.0,2,0
23,Female,North America,Healthcare,Hybrid,49,3,1,2,90000.0,1,6
57,Male,South America,Retail,Hybrid,47,2,1,2,90000.0,3,5
26,Male,Africa,Healthcare,Hybrid,47,3,2,2,50000.0,1,0
42,Female,North America,Professional Services,Onsite,35,1,3,1,70000.0,2,5
29,Female,Europe,Professional Services,Onsite,48,2,3,2,70000.0,3,0
59,Female,Africa,Retail,Onsite,37,1,4,2,90000.0,4,3
48,Male,South America,Professional Services,Onsite,63,2,5,2,110000.0,1,5
25,Male,Europe,Technology,Hybrid,53,3,2,2,70000.0,1,3
61,Male,North America,Healthcare,Onsite,64,1,2,2,70000.0,2,0
63,Female,Asia,Finance,Hybrid,55,3,1,4,90000.0,0,1
58,Male,Africa,Finance,Hybrid,44,3,3,2,90000.0,2,0
53,Female,Africa,Retail,Hybrid,60,3,4,2,90000.0,4,0
34,Female,Oceania,Technology,Onsite,61,1,5,2,50000.0,1,6
63,Male,Europe,Technology,Hybrid,38,3,1,2,70000.0,2,5
25,Male,North America,Healthcare,Hybrid,47,2,4,3,110000.0,3,5
41,Male,Asia,Professional Services,Onsite,35,2,3,1,110000.0,0,4
36,Male,Asia,Marketing,Onsite,35,2,3,5,110000.0,1,0
22,Female,South America,Technology,Remote,54,2,1,4,90000.0,4,0
23,Male,Oceania,Education,Hybrid,45,2,3,5,90000.0,3,0
42,Male,Oceania,Professional Services,Hybrid,46,2,3,3,50000.0,3,0
59,Male,Europe,Education,Onsite,45,2,4,2,110000.0,1,1
29,Female,North America,Technology,Hybrid,45,3,4,1,110000.0,2,3
30,Male,Africa,Technology,Hybrid,37,3,2,3,70000.0,2,3
34,Female,Africa,Retail,Onsite,40,3,3,5,90000.0,2,0
24,Male,Oceania,Technology,Remote,62,3,1,3,70000.0,3,2
55,Female,South America,Marketing,Onsite,44,2,2,3,70000.0,2,0
62,Male,Europe,Marketing,Onsite,38,2,2,3,90000.0,4,3
34,Female,Oceania,Finance,Onsite,61,1,4,2,70000.0,3,1
65,Male,Africa,Technology,Hybrid,47,2,3,3,50000.0,0,6
30,Male,North America,Technology,Remote,45,2,5,3,90000.0,3,0
50,Male,Oceania,Healthcare,Onsite,57,1,1,1,120000.0,0,1
36,Male,Oceania,Professional Services,Remote,54,3,3,3,70000.0,1,2
26,Male,Oceania,Technology,Hybrid,61,3,3,3,50000.0,2,5
48,Female,North America,Customer Service,Onsite,56,2,1,1,70000.0,1,6
56,Male,Asia,Marketing,Onsite,61,2,3,2,90000.0,2,2
49,Male,South America,Education,Onsite,44,2,3,2,50000.0,2,6
23,Male,South America,Finance,Remote,39,1,3,5,120000.0,2,0
34,Female,Oceania,Professional Services,Onsite,48,1,1,1,110000.0,1,0
30,Female,Oceania,Technology,Onsite,46,3,4,1,120000.0,0,5
41,Male,Africa,Education,Onsite,44,2,4,1,110000.0,4,6
65,Male,Asia,Manufacturing,Hybrid,51,1,5,5,70000.0,1,3
43,Male,South America,Finance,Remote,56,3,4,5,110000.0,3,2
53,Female,North America,Healthcare,Onsite,40,2,4,4,70000.0,3,2
41,Male,Africa,Retail,Hybrid,56,3,3,4,90000.0,3,1
42,Male,Europe,Education,Onsite,55,1,1,3,110000.0,3,3
22,Male,Europe,Professional Services,Hybrid,58,3,5,3,50000.0,3,0
37,Female,Europe,Customer Service,Remote,39,2,3,5,50000.0,1,4
56,Female,North America,Manufacturing,Hybrid,36,2,3,3,50000.0,1,0
41,Female,Asia,Customer Service,Hybrid,56,2,4,3,70000.0,4,6
31,Female,Europe,Technology,Hybrid,53,1,4,2,110000.0,2,1
28,Female,Asia,Marketing,Onsite,57,1,5,2,120000.0,1,4
45,Female,Africa,Finance,Hybrid,49,2,4,3,90000.0,1,3
24,Female,Africa,Technology,Onsite,63,2,4,1,90000.0,0,2
46,Female,Europe,Education,Hybrid,45,3,3,5,50000.0,3,0
60,Male,Oceania,Education,Onsite,35,3,2,1,70000.0,3,0
35,Male,Africa,Education,Onsite,41,2,3,2,110000.0,2,3
53,Male,Africa,Professional Services,Remote,38,2,3,4,70000.0,2,4
44,Male,Oceania,Manufacturing,Hybrid,47,3,5,1,50000.0,1,4
29,Male,Africa,Healthcare,Hybrid,41,2,1,2,70000.0,3,6
28,Male,South America,Education,Onsite,38,1,4,2,70000.0,1,1
35,Female,Europe,Technology,Onsite,58,2,3,1,70000.0,2,0
22,Female,Oceania,Professional Services,Onsite,64,3,3,1,110000.0,1,1
31,Male,South America,Finance,Remote,48,3,3,1,90000.0,2,0
47,Male,North America,Technology,Remote,55,3,1,1,50000.0,2,6
23,Male,Oceania,Finance,Hybrid,52,2,3,3,70000.0,0,4
62,Female,South America,Technology,Hybrid,41,1,2,3,70000.0,3,1
38,Female,North America,Healthcare,Remote,64,3,3,3,70000.0,0,3
47,Male,Europe,Technology,Onsite,57,2,2,1,120000.0,3,2
36,Male,North America,Professional Services,Onsite,65,1,1,2,110000.0,3,0
33,Female,Asia,Professional Services,Onsite,48,2,5,2,110000.0,3,4
51,Male,Africa,Technology,Onsite,53,1,2,5,70000.0,3,6
44,Male,Asia,Technology,Remote,62,2,4,1,110000.0,3,1
58,Male,South America,Professional Services,Hybrid,52,1,4,2,70000.0,1,3
52,Female,North America,Professional Services,Onsite,53,2,3,3,90000.0,1,2
23,Male,North America,Technology,Hybrid,63,3,5,3,50000.0,1,1
48,Male,Europe,Education,Onsite,38,1,4,2,90000.0,4,5
29,Male,Europe,Healthcare,Hybrid,45,2,4,1,70000.0,2,3
23,Female,South America,Professional Services,Onsite,35,2,4,2,70000.0,2,2
39,Male,Africa,Technology,Hybrid,59,3,3,4,50000.0,1,6
44,Male,Asia,Retail,Hybrid,49,2,5,3,70000.0,1,4
27,Female,Africa,Finance,Onsite,35,3,4,2,120000.0,0,3
35,Male,Oceania,Professional Services,Onsite,37,1,3,2,110000.0,1,2
43,Female,North America,Retail,Onsite,45,1,5,1,50000.0,2,1
47,Male,Oceania,Finance,Onsite,56,2,3,2,70000.0,4,5
39,Male,Oceania,Finance,Hybrid,54,1,2,1,110000.0,4,1
58,Female,Asia,Healthcare,Onsite,62,1,3,2,110000.0,1,2
48,Male,Asia,Professional Services,Hybrid,50,2,5,4,90000.0,2,2
51,Female,South America,Retail,Onsite,61,3,3,3,50000.0,2,1
24,Male,Europe,Finance,Onsite,48,3,4,2,70000.0,2,0
40,Male,Oceania,Marketing,Hybrid,39,2,4,4,110000.0,3,5
35,Female,North America,Technology,Onsite,43,3,3,3,50000.0,4,1
26,Male,Asia,Technology,Hybrid,64,2,3,2,50000.0,2,0
34,Male,North America,Education,Onsite,50,2,5,2,120000.0,2,2
53,Female,South America,Customer Service,Hybrid,61,2,3,2,90000.0,3,4
50,Male,Europe,Professional Services,Hybrid,46,2,4,3,70000.0,1,4
60,Female,Africa,Technology,Hybrid,54,2,1,3,90000.0,3,1
57,Female,North America,Manufacturing,Onsite,45,1,2,2,90000.0,3,0
30,Male,Oceania,Professional Services,Onsite,51,2,3,3,50000.0,2,0
57,Male,Africa,Marketing,Onsite,49,1,3,2,120000.0,1,1
53,Male,Asia,Professional Services,Onsite,61,3,3,2,110000.0,4,0
58,Female,Europe,Technology,Hybrid,65,2,4,4,90000.0,3,0
28,Female,Asia,Customer Service,Onsite,48,2,5,1,50000.0,1,2
34,Female,South America,Professional Services,Hybrid,40,2,4,3,120000.0,2,2
34,Female,Africa,Marketing,Hybrid,64,2,3,1,50000.0,2,4
27,Male,Oceania,Healthcare,Onsite,58,2,3,2,120000.0,3,0
28,Female,North America,Finance,Onsite,48,1,1,2,70000.0,1,1
47,Male,North America,Manufacturing,Remote,42,1,4,3,70000.0,2,1
55,Female,Africa,Professional Services,Hybrid,45,2,1,3,110000.0,1,0
52,Female,North America,Finance,Hybrid,51,3,1,3,120000.0,0,6
42,Male,North America,Retail,Hybrid,40,2,1,1,110000.0,2,0
56,Female,Africa,Professional Services,Remote,40,3,5,3,70000.0,3,5
49,Female,North America,Manufacturing,Hybrid,53,1,2,2,70000.0,3,5
58,Male,Asia,Professional Services,Remote,49,3,1,4,120000.0,4,3
65,Female,Oceania,Finance,Onsite,57,3,1,1,70000.0,1,0
62,Male,Africa,Professional Services,Hybrid,54,1,3,1,70000.0,3,2
33,Female,Oceania,Technology,Remote,47,3,3,4,70000.0,4,4
28,Male,South America,Retail,Hybrid,49,1,2,5,70000.0,1,1
43,Male,Europe,Manufacturing,Remote,35,3,2,4,110000.0,1,6
47,Female,Asia,Healthcare,Onsite,47,2,4,2,90000.0,1,4
43,Male,Oceania,Finance,Onsite,62,2,3,3,90000.0,2,6
35,Male,South America,Professional Services,Hybrid,43,3,3,4,90000.0,2,6
37,Female,South America,Finance,Onsite,58,3,2,2,90000.0,2,2
56,Female,Asia,Professional Services,Remote,47,1,4,5,70000.0,1,3
43,Male,Oceania,Retail,Hybrid,46,1,4,4,90000.0,1,5
36,Male,Asia,Professional Services,Onsite,56,1,4,1,120000.0,2,2
26,Female,North America,Professional Services,Hybrid,40,1,3,5,90000.0,1,3
56,Male,Africa,Education,Onsite,65,3,5,2,90000.0,3,3
22,Female,South America,Education,Onsite,55,3,4,2,90000.0,2,0
64,Female,North America,Healthcare,Remote,54,2,1,5,70000.0,2,2
40,Female,North America,Professional Services,Onsite,36,1,4,1,90000.0,1,3
56,Male,Asia,Marketing,Onsite,35,2,2,3,90000.0,2,0
62,Female,Asia,Manufacturing,Onsite,59,3,4,5,70000.0,2,1
31,Female,North America,Finance,Onsite,47,3,3,4,90000.0,3,0
50,Female,Africa,Professional Services,Hybrid,55,3,3,2,120000.0,2,0
50,Male,North America,Finance,Onsite,42,1,3,3,70000.0,2,0
42,Female,South America,Professional Services,Hybrid,37,2,2,4,90000.0,4,1
49,Female,Asia,Customer Service,Onsite,41,2,4,1,90000.0,3,4
48,Female,Asia,Technology,Remote,50,3,5,3,50000.0,2,2
56,Female,Asia,Marketing,Remote,61,3,1,4,90000.0,2,3
49,Female,Europe,Technology,Hybrid,49,1,2,1,90000.0,2,5
58,Female,South America,Professional Services,Onsite,40,1,2,4,90000.0,1,5
52,Male,Africa,Finance,Hybrid,58,2,3,3,90000.0,3,2
50,Female,North America,Technology,Hybrid,59,1,3,3,110000.0,1,1
65,Female,Africa,Professional Services,Hybrid,58,2,3,1,110000.0,5,2
60,Female,Africa,Finance,Onsite,49,2,3,2,90000.0,1,2
65,Female,Asia,Healthcare,Onsite,40,1,4,1,70000.0,3,6
49,Male,South America,Professional Services,Hybrid,48,3,4,3,50000.0,3,5
38,Female,Oceania,Manufacturing,Remote,57,2,3,4,50000.0,2,3
59,Male,Europe,Professional Services,Onsite,38,1,3,2,50000.0,4,1
46,Male,Oceania,Healthcare,Onsite,46,2,2,3,90000.0,3,0
58,Male,Oceania,Healthcare,Onsite,46,1,3,5,90000.0,2,6
32,Female,South America,Customer Service,Remote,46,3,5,3,110000.0,2,6
43,Male,Oceania,Marketing,Remote,55,2,1,4,70000.0,1,5
41,Male,South America,Finance,Onsite,59,1,1,1,90000.0,0,4
43,Female,South America,Professional Services,Hybrid,56,3,3,3,50000.0,2,4
27,Female,South America,Professional Services,Onsite,47,3,2,2,90000.0,2,1
26,Male,Africa,Professional Services,Hybrid,59,1,1,3,50000.0,0,0
35,Male,North America,Customer Service,Onsite,51,3,1,2,50000.0,1,4
31,Male,Europe,Healthcare,Remote,45,1,4,4,50000.0,3,6
29,Female,Europe,Education,Onsite,64,3,1,3,70000.0,2,0
26,Female,Asia,Manufacturing,Onsite,43,3,4,1,70000.0,2,1
39,Male,Oceania,Professional Services,Onsite,42,3,3,1,50000.0,2,4
31,Female,Europe,Professional Services,Hybrid,55,2,4,3,110000.0,3,6
24,Male,Oceania,Education,Remote,56,1,3,1,50000.0,2,2
49,Female,Oceania,Technology,Hybrid,55,2,1,2,50000.0,2,4
64,Female,North America,Finance,Remote,62,3,1,3,50000.0,0,0
46,Male,South America,Finance,Onsite,43,2,4,2,90000.0,2,3
25,Female,South America,Customer Service,Onsite,37,2,2,2,70000.0,0,5
55,Female,North America,Technology,Remote,59,2,3,2,70000.0,2,1
53,Male,South America,Professional Services,Remote,43,3,3,3,110000.0,0,3
55,Female,Europe,Professional Services,Onsite,65,2,4,1,90000.0,3,4
29,Female,Asia,Manufacturing,Hybrid,50,1,2,1,110000.0,2,1
60,Male,North America,Marketing,Remote,45,2,3,1,70000.0,0,0
32,Male,Asia,Healthcare,Onsite,62,1,3,4,70000.0,3,0
45,Female,South America,Technology,Remote,65,3,1,5,90000.0,2,2
37,Female,Oceania,Education,Onsite,58,2,1,4,90000.0,3,0
32,Male,Asia,Technology,Remote,58,3,2,3,110000.0,1,4
43,Female,Africa,Professional Services,Onsite,57,2,5,1,50000.0,3,0
58,Female,Africa,Healthcare,Hybrid,46,2,2,3,70000.0,3,0
64,Female,Asia,Manufacturing,Hybrid,64,3,3,4,90000.0,1,5
40,Female,Africa,Retail,Hybrid,58,2,3,4,50000.0,2,5
61,Male,Africa,Technology,Onsite,40,3,2,1,70000.0,2,4
40,Male,North America,Finance,Onsite,44,2,2,3,50000.0,4,5
46,Female,South America,Retail,Onsite,50,2,3,2,90000.0,2,1
24,Male,South America,Technology,Onsite,37,2,3,4,50000.0,4,6
50,Male,Europe,Finance,Onsite,64,2,5,2,50000.0,3,4
24,Female,Europe,Technology,Hybrid,41,2,4,3,70000.0,2,2
59,Male,Africa,Technology,Hybrid,47,2,4,3,70000.0,1,6
33,Female,North America,Professional Services,Onsite,64,3,1,3,90000.0,1,0
37,Female,Africa,Finance,Onsite,51,3,1,4,90000.0,1,3
65,Male,Europe,Technology,Remote,54,3,4,2,90000.0,1,6
54,Male,Africa,Marketing,Onsite,58,1,5,1,70000.0,1,4
39,Female,North America,Retail,Onsite,55,2,3,2,90000.0,2,0
63,Male,Africa,Education,Onsite,37,2,1,2,70000.0,1,2
49,Male,Oceania,Education,Onsite,36,1,4,1,70000.0,1,6
65,Male,Africa,Retail,Hybrid,50,1,3,4,110000.0,1,5
23,Male,Asia,Manufacturing,Onsite,47,2,4,5,70000.0,3,3
34,Male,North America,Marketing,Onsite,36,1,5,3,70000.0,1,1
41,Female,North America,Professional Services,Remote,44,1,2,4,90000.0,2,0
52,Female,Oceania,Retail,Hybrid,62,3,5,2,50000.0,0,2
41,Female,Oceania,Healthcare,Hybrid,64,2,1,2,90000.0,3,3
58,Male,Asia,Manufacturing,Onsite,46,2,3,1,70000.0,0,2
61,Female,Oceania,Finance,Onsite,44,2,2,1,70000.0,4,1
24,Male,Europe,Customer Service,Onsite,35,3,3,3,50000.0,3,4
30,Female,Europe,Manufacturing,Onsite,65,1,3,1,90000.0,1,1
30,Male,Oceania,Technology,Onsite,59,3,2,3,90000.0,1,6
40,Male,North America,Manufacturing,Onsite,49,2,1,4,90000.0,0,5
46,Female,Africa,Technology,Hybrid,35,3,4,2,70000.0,2,6
56,Female,Oceania,Technology,Onsite,41,1,1,1,90000.0,4,3
56,Male,Europe,Manufacturing,Onsite,36,1,3,2,70000.0,2,1
29,Male,South America,Education,Hybrid,59,2,4,5,70000.0,1,6
58,Male,Africa,Professional Services,Onsite,35,2,3,3,70000.0,3,5
62,Male,North America,Technology,Remote,57,3,3,1,70000.0,0,4
34,Female,North America,Manufacturing,Remote,64,2,3,4,90000.0,2,0
41,Female,Europe,Healthcare,Onsite,60,2,1,3,90000.0,1,4
51,Female,Africa,Professional Services,Onsite,47,3,4,2,50000.0,5,3
63,Female,Asia,Education,Hybrid,56,1,2,1,70000.0,1,5
26,Female,North America,Customer Service,Remote,52,3,3,3,90000.0,3,1
47,Female,Europe,Professional Services,Hybrid,58,2,2,4,120000.0,1,3
38,Male,Asia,Professional Services,Onsite,44,2,4,3,110000.0,1,6
43,Female,Europe,Professional Services,Hybrid,53,2,4,3,110000.0,1,0
35,Female,Oceania,Healthcare,Onsite,53,1,3,2,70000.0,2,0
46,Male,North America,Customer Service,Hybrid,52,2,4,5,90000.0,3,3
29,Male,Asia,Manufacturing,Hybrid,59,2,4,1,50000.0,2,4
24,Male,Africa,Professional Services,Onsite,56,2,3,4,110000.0,1,4
45,Male,North America,Education,Remote,57,2,3,3,70000.0,3,2
63,Male,Africa,Healthcare,Hybrid,48,3,4,3,70000.0,2,2
54,Male,Africa,Technology,Onsite,59,2,1,3,90000.0,2,2
52,Female,Europe,Professional Services,Onsite,35,2,3,3,90000.0,2,3
60,Male,North America,Customer Service,Onsite,65,1,3,3,110000.0,3,5
37,Female,Europe,Customer Service,Hybrid,61,3,2,5,90000.0,3,5
36,Male,South America,Finance,Onsite,62,3,2,5,90000.0,2,0
29,Male,Europe,Technology,Hybrid,41,2,2,1,90000.0,4,4
60,Female,Europe,Retail,Onsite,65,1,2,4,90000.0,2,0
43,Female,Europe,Technology,Remote,48,2,1,1,70000.0,1,0
27,Female,Africa,Professional Services,Onsite,65,2,4,2,70000.0,3,6
54,Male,Africa,Finance,Onsite,63,3,3,2,110000.0,4,2
50,Female,Oceania,Manufacturing,Hybrid,40,2,3,3,90000.0,3,6
65,Male,Asia,Marketing,Onsite,60,2,3,2,90000.0,1,0
58,Male,Asia,Healthcare,Hybrid,54,1,2,1,90000.0,2,2
61,Female,South America,Customer Service,Onsite,45,3,4,3,90000.0,0,2
52,Female,South America,Customer Service,Onsite,58,2,3,2,70000.0,0,4
60,Male,North America,Technology,Hybrid,59,3,4,3,50000.0,1,0
65,Female,Africa,Professional Services,Onsite,58,3,2,2,70000.0,2,1
39,Female,Europe,Manufacturing,Remote,41,1,3,5,120000.0,3,2
29,Male,South America,Professional Services,Onsite,46,2,3,3,90000.0,2,6
59,Female,Europe,Education,Remote,64,3,4,4,50000.0,4,3
44,Female,Europe,Professional Services,Hybrid,62,2,3,3,70000.0,3,4
61,Male,North America,Professional Services,Hybrid,41,3,3,2,90000.0,3,0
59,Female,Oceania,Professional Services,Onsite,63,2,2,1,50000.0,1,1
25,Male,North America,Finance,Onsite,51,1,3,2,90000.0,2,0
38,Female,South America,Technology,Remote,53,3,4,4,70000.0,2,1
60,Male,Asia,Marketing,Onsite,43,2,2,2,70000.0,2,6
30,Male,Africa,Retail,Onsite,55,3,5,1,110000.0,1,0
52,Female,Europe,Technology,Onsite,48,2,3,2,70000.0,1,4
40,Female,South America,Education,Onsite,46,1,1,3,50000.0,1,4
40,Male,Oceania,Manufacturing,Onsite,59,1,3,1,110000.0,1,0
22,Male,Asia,Manufacturing,Hybrid,35,2,3,2,90000.0,2,1
40,Female,Europe,Customer Service,Onsite,62,3,4,3,90000.0,1,5
63,Male,Europe,Healthcare,Onsite,60,2,1,1,70000.0,2,0
23,Female,North America,Retail,Hybrid,64,2,5,2,70000.0,3,4
43,Male,South America,Customer Service,Hybrid,51,1,3,3,70000.0,1,6
40,Female,Europe,Finance,Remote,65,2,4,3,90000.0,2,6
56,Female,Oceania,Professional Services,Onsite,50,3,3,1,50000.0,1,1
65,Male,Oceania,Manufacturing,Remote,65,1,5,3,120000.0,1,0
45,Male,North America,Retail,Hybrid,57,3,3,2,50000.0,3,6
59,Male,Europe,Retail,Onsite,36,1,5,3,70000.0,3,5
34,Male,Asia,Professional Services,Remote,56,2,2,2,70000.0,3,0
47,Male,North America,Technology,Hybrid,53,3,3,3,50000.0,2,0
65,Male,Africa,Finance,Onsite,57,2,3,3,70000.0,4,2
54,Female,Africa,Professional Services,Onsite,41,2,3,3,70000.0,3,1
63,Male,South America,Technology,Hybrid,56,2,1,3,70000.0,0,6
60,Female,North America,Retail,Onsite,63,1,3,4,70000.0,1,0
42,Female,Asia,Finance,Onsite,43,2,3,3,70000.0,1,0
43,Male,Europe,Professional Services,Onsite,56,1,3,1,70000.0,3,3
57,Male,Africa,Technology,Remote,60,2,3,3,90000.0,2,5
26,Female,North America,Professional Services,Onsite,40,3,2,1,70000.0,2,6
28,Female,North America,Healthcare,Onsite,59,1,2,3,70000.0,1,2
40,Female,Asia,Technology,Remote,44,3,3,5,90000.0,2,6
26,Female,Africa,Healthcare,Onsite,37,2,3,1,70000.0,2,0
50,Female,Asia,Technology,Hybrid,65,2,4,4,90000.0,4,2
35,Male,Africa,Professional Services,Onsite,56,1,1,5,90000.0,2,3
42,Female,Europe,Professional Services,Onsite,39,1,5,4,90000.0,1,5
41,Male,Europe,Manufacturing,Onsite,52,2,4,2,70000.0,4,4
48,Male,Oceania,Professional Services,Hybrid,55,1,2,2,120000.0,2,6
28,Male,North America,Technology,Remote,40,1,3,3,70000.0,2,3
60,Female,North America,Manufacturing,Remote,57,2,2,5,120000.0,3,2
58,Female,North America,Education,Onsite,42,1,5,3,110000.0,2,2
50,Female,Europe,Professional Services,Onsite,54,2,3,1,90000.0,1,0
35,Female,Oceania,Healthcare,Remote,49,2,3,5,70000.0,3,6
25,Female,Africa,Technology,Hybrid,57,1,2,2,70000.0,1,3
22,Male,North America,Education,Remote,59,2,4,4,90000.0,3,0
43,Male,Europe,Customer Service,Onsite,52,2,2,5,70000.0,1,3
40,Male,Africa,Customer Service,Hybrid,65,2,3,3,50000.0,3,0
